"ANO","NIVEL","MUNICIPIO","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC"
2015,"MU",291992,109,0,0,12,97,5,17,31,14,30,62,47,6,0,3,3,0,0,0,1,0,0,2,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
2015,"MU",291995,43,0,0,2,41,0,3,21,6,11,22,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292000,46,0,0,2,44,3,2,13,5,21,23,23,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292010,146,0,0,17,129,9,18,33,5,64,75,70,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292020,77,0,0,7,70,1,6,14,13,36,49,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292030,38,0,0,2,36,2,9,8,3,14,25,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292040,92,0,0,9,83,2,13,10,5,53,46,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292045,30,0,0,9,21,2,2,6,3,8,17,13,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292050,155,0,0,20,135,5,12,33,7,78,82,73,13,0,2,2,0,0,1,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
2015,"MU",292060,261,0,0,24,237,12,35,97,22,71,142,119,12,0,2,2,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,"MU",292070,45,0,0,12,33,3,7,6,2,15,32,13,3,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
2015,"MU",292080,53,0,0,7,46,1,8,13,5,19,27,26,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292090,77,0,0,18,59,1,7,8,3,40,53,22,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292100,242,0,0,38,204,18,31,61,25,69,134,108,17,0,2,1,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,"MU",292105,61,0,0,7,54,4,5,19,10,16,37,24,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2015,"MU",292110,161,0,0,19,142,5,19,47,14,57,94,67,12,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292120,189,0,0,18,171,10,21,36,7,97,98,91,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292130,87,0,0,13,74,2,13,27,6,26,47,40,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292140,85,0,0,7,78,4,6,16,2,50,55,30,4,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,"MU",292145,42,0,0,1,41,2,3,12,4,20,20,22,3,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292150,315,0,0,27,288,13,11,43,14,207,169,146,19,0,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292160,44,0,0,2,42,2,2,7,2,29,27,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292170,211,0,0,27,184,10,25,68,17,64,118,93,12,0,5,4,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292180,93,0,0,6,87,3,6,20,8,50,48,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292190,54,0,0,3,51,0,9,21,3,18,27,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292200,195,0,0,39,156,10,25,39,13,69,124,71,13,0,3,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292205,49,0,0,6,43,4,3,10,8,18,31,18,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292210,134,0,0,12,122,6,6,20,14,76,73,61,7,0,2,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
2015,"MU",292220,46,0,0,4,42,5,3,15,2,17,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292225,42,0,0,10,32,3,5,8,3,13,26,16,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292230,190,0,0,22,168,11,22,54,19,62,109,81,12,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292240,133,0,0,16,117,6,21,25,20,45,67,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292250,199,0,0,24,175,11,22,74,10,58,117,82,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2015,"MU",292260,61,0,0,4,57,0,8,17,5,27,35,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292265,59,0,0,9,50,3,5,22,3,17,41,18,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292270,96,0,0,5,91,2,9,22,4,54,51,45,4,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,"MU",292273,54,0,0,8,46,2,6,17,4,17,36,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292275,41,0,0,2,39,1,6,10,2,20,25,16,5,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
2015,"MU",292280,40,0,0,4,36,0,5,14,5,12,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292285,44,0,0,5,39,0,8,13,1,17,25,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292290,181,0,0,24,157,9,7,28,7,106,111,70,7,0,3,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292300,222,0,0,42,180,10,23,46,14,87,130,92,17,0,3,3,0,0,1,0,1,0,2,0,3,1,1,0,0,1,2,2,0,2,0,0,0,0
2015,"MU",292303,61,0,0,4,57,4,8,17,6,22,34,27,5,0,3,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292305,49,0,0,4,45,1,11,8,2,23,26,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292310,176,0,0,22,154,8,24,38,7,77,93,83,10,0,3,3,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,"MU",292320,142,0,0,21,121,3,13,37,13,55,78,64,12,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,"MU",292330,69,0,0,9,60,3,6,14,5,32,43,26,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
2015,"MU",292335,70,0,0,15,55,2,5,10,2,36,45,25,3,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292340,126,0,0,15,111,4,14,31,11,51,72,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292350,57,0,0,7,50,1,4,10,1,34,30,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292360,122,0,0,13,109,4,25,38,16,26,61,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292370,144,0,0,9,135,5,8,20,17,85,76,68,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292380,162,0,0,10,152,8,19,40,14,71,95,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292390,60,0,0,8,52,2,6,17,4,23,36,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292400,716,0,0,113,603,29,104,199,66,205,435,280,30,0,10,9,1,0,0,2,0,0,6,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
2015,"MU",292405,83,0,0,6,77,6,10,23,6,32,43,40,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
2015,"MU",292410,48,0,0,6,42,1,4,16,6,15,31,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292420,45,0,0,7,38,1,6,15,5,11,29,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292430,145,0,0,12,133,3,12,28,7,83,79,66,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292440,141,0,0,12,129,4,12,49,9,55,91,50,6,0,4,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292450,90,0,0,16,74,2,7,14,3,48,60,30,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292460,111,0,0,16,95,3,8,22,14,48,68,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292465,66,0,0,9,57,3,6,14,1,33,43,23,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
2015,"MU",292467,40,0,0,4,36,0,8,9,3,16,21,19,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292470,63,0,0,7,56,3,7,22,1,23,35,28,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
2015,"MU",292480,131,0,0,21,110,8,11,24,6,61,80,51,6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,"MU",292490,49,0,0,6,43,2,4,15,2,20,28,21,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292500,169,0,0,28,141,7,22,33,15,64,105,64,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292510,327,0,0,39,288,13,45,93,18,119,190,137,10,0,3,2,1,0,0,0,0,0,3,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
2015,"MU",292520,213,0,0,56,157,5,25,49,15,63,128,85,17,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292525,112,0,0,14,98,4,14,26,3,51,64,48,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292530,671,0,0,172,499,22,77,155,60,185,434,237,52,0,16,11,5,0,1,1,0,0,13,1,3,1,0,0,2,0,3,3,0,2,0,1,0,0
2015,"MU",292540,44,0,0,5,39,0,2,17,8,12,25,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292550,147,0,0,29,118,4,15,34,12,53,87,60,11,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292560,87,0,0,18,69,6,9,26,11,17,52,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292570,82,0,0,3,79,1,12,34,5,27,42,40,3,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292575,147,0,0,30,117,4,12,28,2,71,92,55,11,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292580,128,0,0,16,112,2,7,15,5,83,63,65,9,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
2015,"MU",292590,157,0,0,18,139,6,16,34,14,69,90,67,6,0,2,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0
2015,"MU",292593,38,0,0,4,34,0,5,9,1,19,20,18,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
2015,"MU",292595,153,0,0,23,130,10,12,29,14,65,85,68,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292600,207,0,0,31,176,8,25,57,14,72,110,97,11,0,4,4,0,0,0,0,0,0,3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
2015,"MU",292610,66,0,0,8,58,5,5,11,8,29,45,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292620,154,0,0,21,133,11,9,32,8,73,88,66,9,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292630,242,0,0,35,207,10,30,76,15,76,133,109,13,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292640,175,0,0,15,160,9,15,34,16,86,96,79,14,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292650,76,0,0,7,69,3,13,20,8,25,44,32,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292660,319,0,0,39,280,15,38,79,30,118,184,135,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
2015,"MU",292665,36,0,0,3,33,0,3,8,3,19,17,19,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292670,112,0,0,6,106,1,15,46,14,30,61,51,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292680,73,0,0,6,67,2,11,29,4,21,38,35,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
2015,"MU",292690,64,0,0,4,60,2,5,19,6,28,32,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292700,261,0,0,43,218,8,20,70,19,101,150,111,13,0,4,2,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292710,53,0,0,15,38,1,8,8,5,16,30,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292720,263,0,0,31,232,11,24,68,10,119,145,117,13,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292730,98,0,0,15,83,5,23,21,5,29,61,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292740,16467,0,0,2494,13973,1090,3081,3771,1841,4190,8875,7589,991,0,151,126,25,8,15,20,15,0,93,0,36,15,1,2,12,6,30,27,0,6,9,7,1,0
2015,"MU",292750,162,0,0,9,153,7,21,59,12,54,95,67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292760,87,0,0,13,74,4,17,20,7,26,58,29,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292770,156,0,0,54,102,5,21,39,8,29,110,46,12,0,3,1,2,0,0,0,0,0,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
2015,"MU",292780,39,0,0,6,33,0,7,10,2,14,23,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292790,91,0,0,5,86,2,6,22,6,50,45,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292800,227,0,0,16,211,9,19,61,23,99,137,90,8,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292805,90,0,0,30,60,2,5,20,5,28,66,24,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292810,220,0,0,31,189,4,10,44,30,101,128,92,10,0,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292820,88,0,0,10,78,1,9,26,7,35,46,42,5,0,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292830,57,0,0,6,51,1,7,23,4,16,33,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292840,151,0,0,29,122,10,15,44,13,40,99,52,5,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
2015,"MU",292850,74,0,0,6,68,0,8,29,5,26,40,34,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292860,393,0,0,49,344,15,57,103,30,139,217,176,29,0,4,3,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292870,580,0,0,75,505,41,67,147,61,189,321,259,25,0,5,5,0,0,0,1,0,0,4,0,3,0,2,0,0,1,2,2,0,0,0,2,0,0
2015,"MU",292880,353,0,0,47,306,20,53,91,27,115,192,161,26,0,3,2,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
2015,"MU",292890,99,0,0,21,78,9,10,16,11,32,69,30,10,0,4,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292895,59,0,0,14,45,1,10,21,4,9,33,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292900,88,0,0,9,79,12,11,19,6,31,36,52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292905,74,0,0,12,62,2,6,24,6,24,45,29,6,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292910,130,0,0,18,112,9,19,50,6,28,59,71,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292920,207,0,0,33,174,12,34,51,25,52,124,83,16,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292925,95,0,0,13,82,3,12,18,2,47,56,39,7,0,5,3,2,0,1,1,0,0,4,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
2015,"MU",292930,201,0,0,27,174,3,23,47,14,87,119,82,10,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
2015,"MU",292935,52,0,0,11,41,5,4,9,3,20,28,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292937,55,0,0,8,47,3,4,10,1,29,34,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292940,68,0,0,10,58,4,11,21,6,16,35,33,4,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292950,272,0,0,38,234,17,36,64,32,85,156,116,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
2015,"MU",292960,109,0,0,9,100,7,20,36,8,29,56,53,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292970,101,0,0,15,86,2,14,27,10,33,59,42,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
2015,"MU",292975,81,0,0,11,70,2,11,18,3,36,51,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292980,86,0,0,7,79,2,7,37,5,28,50,36,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",292990,235,0,0,28,207,7,22,39,9,130,136,98,14,0,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
2015,"MU",293000,57,0,0,7,50,5,11,13,2,19,37,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293010,581,0,0,59,522,16,60,109,30,307,332,248,28,0,4,3,1,0,0,0,0,0,4,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
2015,"MU",293015,166,0,0,21,145,5,13,36,5,86,102,64,6,0,4,3,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293020,144,0,0,27,117,7,10,23,16,61,104,40,4,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293030,74,0,0,6,68,4,12,24,1,27,31,43,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293040,136,0,0,12,124,1,17,39,10,57,83,53,5,0,3,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293050,496,0,0,57,439,21,32,134,42,210,290,206,30,0,7,3,4,0,1,2,1,0,3,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0
2015,"MU",293060,83,0,0,10,73,5,9,12,4,43,48,35,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293070,751,0,0,158,593,43,110,180,79,181,470,281,50,0,8,5,3,0,0,1,1,0,5,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
2015,"MU",293075,50,0,0,9,41,3,6,15,2,15,31,19,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293076,59,0,0,10,49,0,3,23,3,20,31,28,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293077,128,0,0,22,106,2,13,19,13,59,78,50,4,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293080,89,0,0,19,70,5,12,22,5,26,62,27,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293090,59,0,0,8,51,2,7,18,8,16,32,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293100,102,0,0,12,90,6,14,24,10,36,57,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293105,102,0,0,8,94,2,20,25,11,36,55,47,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2015,"MU",293110,64,0,0,7,57,1,11,12,3,30,34,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293120,78,0,0,18,60,2,9,15,3,31,57,21,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293130,76,0,0,6,70,6,7,21,2,34,39,37,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293135,878,0,0,197,681,36,120,154,70,301,539,339,57,0,4,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293140,72,0,0,10,62,2,8,29,1,22,46,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293150,116,0,0,11,105,4,10,20,6,65,68,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293160,65,0,0,12,53,0,10,21,4,18,45,20,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
2015,"MU",293170,94,0,0,18,76,2,9,30,13,22,55,39,12,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293180,150,0,0,14,136,8,15,44,7,62,92,58,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293190,326,0,0,44,282,8,29,54,25,166,182,142,21,0,2,2,0,0,1,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
2015,"MU",293200,111,0,0,12,99,5,10,21,9,54,58,53,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293210,115,0,0,13,102,3,8,34,12,45,70,45,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
2015,"MU",293220,154,0,0,34,120,5,8,28,7,72,94,60,12,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"MU",293230,154,0,0,29,125,2,11,27,5,80,91,63,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
