"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC","POPRE_RA","POPRE_RE","TFG","TMG","RMM","TMM","TMM_P","TMN","TMN_P","TMN_T","TMI"
2015,"MUNICIPIO","2909208",17098,17066,8796,8270,5120,8913,3033,2443,4332,1495,NA,0.535,NA,NA,186,0,149,2,39,50,44,31,17,3,0,0,184,20,25,30,25.42,6.58,2,21,79,47,6,9,11,1,0,152,0,81,103,70,116,182,4,0,1,2,19,141,8,22,141,8,38.5,39,40,38.8,2.13,0,45,13,22,81,169,17,120,66,162,5,0,40,12,49,14,16,1,3,4,0,19,168,16,2,0,0,100,86,13,1,0,167,0,12,162,12,2986.25,3187.5,3500,3196.72,547.94,10,139,18,3,177,9.17,0.84,3,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.989,4.418,42.9362880886427,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2909307",33183,31249,15763,15486,8511,16673,6065,4153,8196,3137,NA,0.603,NA,NA,470,0,239,2,82,139,132,75,31,7,2,0,468,21,25,29,25.4,6.12,13,59,116,180,8,23,48,14,1,392,0,66,353,195,275,466,4,1,6,5,41,341,44,53,341,44,38,39,40,38.92,3.01,2,78,31,38,286,82,388,318,149,443,15,3,116,34,142,26,47,6,7,2,3,48,458,11,1,0,0,233,236,50,15,1,396,0,39,414,17,2911.25,3215,3500,3168.31,527.17,39,346,27,9,260,9.49,1.18,5,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.384,3.376,57.34504636408,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2909406",14403,13636,7115,6521,3887,7054,2695,1902,3331,1288,NA,0.59,NA,NA,170,0,160,1,38,45,43,30,9,3,1,0,169,20,25,29.75,24.98,6.55,2,18,49,85,4,10,13,15,1,137,1,36,133,65,105,168,2,1,1,3,25,125,14,30,125,14,37,39,40,38.3,3,1,50,4,11,99,162,8,91,79,162,7,1,23,30,26,27,27,4,2,2,1,27,129,39,1,1,0,83,87,13,15,1,137,1,17,146,7,2850,3150,3453.75,3112.31,558.39,13,129,19,5,163,8.83,1.14,1,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.686,NA,51.0357250075052,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2909505",5560,5041,2557,2484,1366,2613,1062,669,1287,528,NA,0.599,NA,NA,58,0,53,1,16,8,19,8,2,4,0,0,57,19,25.5,29,25.48,7.42,1,7,18,25,0,5,3,8,1,46,0,21,34,28,30,58,0,0,0,1,6,45,5,7,45,5,38,39,40,38.7,2.49,0,15,3,3,30,37,21,40,18,56,2,0,22,2,14,1,9,2,0,0,0,7,58,0,0,0,0,34,24,3,8,1,46,0,1,53,4,3065,3280,3592.5,3325,441.34,3,42,9,0,56,9.59,0.6,0,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.279,2.595,45.0660450660451,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2909604",21617,20046,10236,9810,5782,10151,4113,2788,4941,2081,NA,0.543,NA,NA,285,0,207,5,54,68,77,51,26,4,0,0,280,20,25,30,25.48,6.63,10,62,104,91,1,10,13,29,0,184,0,170,100,108,177,282,1,0,1,3,22,214,33,26,214,33,38,39,40,39.15,2.42,3,86,16,25,132,120,165,239,43,276,4,0,74,19,120,15,15,2,1,1,0,22,282,0,2,1,0,132,153,13,29,0,184,0,20,237,28,3090,3300,3600,3319.5,548.77,18,202,43,3,274,9.34,0.96,1,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.306,NA,57.6806314511233,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2909703",14302,13280,6869,6411,3529,7117,2634,1707,3403,1301,NA,0.614,NA,NA,179,0,163,2,23,56,47,35,7,9,0,0,177,21,25,30,26.06,6.37,0,14,33,115,0,10,28,8,3,130,0,21,155,82,97,173,6,0,0,2,20,140,15,22,140,15,38,39,40,38.82,2.39,0,32,3,5,124,177,2,87,92,160,12,1,25,41,35,13,22,5,6,6,1,18,149,28,0,2,0,92,87,29,8,3,135,0,17,154,8,2837.5,3120,3357.5,3094.99,482.73,15,137,13,4,175,8.93,1.07,2,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.352,NA,52.6006464883926,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2909802",64197,58606,27682,30924,13420,34180,11006,6502,17943,6479,NA,0.699,NA,NA,838,0,632,5,125,168,221,201,92,23,3,0,833,22,27.5,32,27.19,6.68,6,56,164,455,44,88,47,187,4,507,1,354,447,376,462,828,10,2,4,12,75,664,40,93,664,40,38,39,40,38.59,2.56,5,209,62,67,457,195,643,318,520,802,30,3,229,80,181,49,138,9,17,10,3,78,823,14,1,0,0,422,416,47,187,4,507,1,73,722,43,2900,3250,3538.75,3179.69,587.75,70,608,88,9,761,9.3,0.89,5,829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.876,9.226,46.7034498132977,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2909901",35208,32168,16467,15701,9516,16901,5751,4713,8082,2906,NA,0.581,NA,NA,495,0,475,6,122,132,118,74,32,10,1,0,489,19,24,29,24.71,6.51,5,50,166,245,12,16,23,33,1,426,8,192,297,179,316,495,0,0,1,2,40,408,31,43,408,31,38,39,40,38.91,2.17,3,167,37,45,223,326,169,316,179,485,9,0,95,60,164,57,53,7,2,0,0,43,493,0,0,2,0,234,261,23,33,1,427,8,26,427,42,3000,3330,3664.5,3321.12,513.58,22,374,75,10,484,9.09,1.08,3,491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.291,10.412,61.2472160356347,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2910008",12022,12836,6726,6110,3732,6504,2600,1784,3084,1242,NA,0.54,NA,NA,144,0,109,3,37,52,21,21,7,3,0,0,141,19,23,28.25,24.03,6.43,4,18,40,61,4,5,5,9,1,120,0,44,91,56,88,144,0,0,3,6,10,102,8,19,102,8,38,39,40,38.4,3.3,0,48,12,18,45,139,5,75,69,137,2,0,38,7,39,8,15,1,1,0,0,16,138,1,4,1,0,75,69,5,9,1,120,0,10,125,8,2990,3250,3590,3194.94,633.95,9,97,21,2,138,9.36,1.03,1,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.389,NA,46.692607003891,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2910057",78058,66440,32818,33622,18289,38854,9297,8997,19771,4854,NA,0.676,NA,NA,1096,0,925,15,166,275,280,223,101,33,3,0,1081,21,26,31,26.4,6.68,2,69,310,607,37,58,50,151,6,837,1,613,463,391,705,1070,21,1,7,10,107,848,43,125,848,43,38,39,40,38.63,2.42,5,293,121,135,434,571,525,635,458,1048,38,0,169,139,240,125,182,8,20,21,0,107,1092,1,2,1,0,540,556,50,151,6,837,1,106,934,56,2870,3232.5,3555,3186.91,566.81,82,775,115,18,1077,9.05,0.92,6,1074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.281,29.601,55.4347276313793,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2910107",12499,11355,5870,5485,2623,6289,2443,1266,2958,1261,NA,0.591,NA,NA,120,0,100,1,16,32,36,19,12,4,0,0,119,21,26.5,30,26.41,6.49,2,20,36,43,0,5,40,1,0,73,0,38,77,51,69,112,8,0,0,0,8,104,5,8,104,5,38,39,40,38.85,1.56,0,11,1,2,92,104,16,37,83,110,7,0,28,16,19,7,26,3,4,8,0,6,71,49,0,0,0,61,59,40,1,0,73,0,7,107,6,2959,3300,3588.5,3260.48,483.67,6,86,18,1,116,9.75,0.61,1,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5679513184584,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2910206",4153,3874,1897,1977,873,2094,907,420,1067,490,NA,0.632,NA,NA,46,0,20,0,6,11,15,9,3,2,0,0,46,22,27,30.75,26.67,6.3,0,2,11,26,5,2,5,4,0,34,0,30,16,20,26,46,0,0,0,1,2,35,6,3,35,6,38,39,41,39.25,2.54,0,9,6,3,27,46,0,18,28,44,1,0,7,9,9,5,9,1,0,0,0,3,45,1,0,0,0,24,22,5,4,0,34,0,2,40,4,3070,3307.5,3542.5,3277.3,539.73,2,34,6,0,21,9.43,0.68,0,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.599,NA,43.1115276476101,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2910305",8434,7947,3957,3990,1801,4068,2078,852,2040,1098,NA,0.623,NA,NA,87,0,40,1,14,19,22,19,11,1,0,0,86,22,27,31,26.77,6.51,0,9,23,48,2,3,8,17,0,54,1,48,37,37,50,87,0,0,1,1,8,67,5,10,67,5,38,39,40,38.6,2.91,0,13,9,7,53,77,10,46,41,83,4,0,20,12,18,8,12,2,2,0,0,8,87,0,0,0,0,43,44,8,17,0,54,1,8,76,3,2985,3335,3480,3192.78,575.61,4,73,5,2,44,9.15,1.58,1,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.751,NA,42.6470588235294,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2910404",20331,23766,12376,11390,7042,12256,4468,3509,5815,2066,NA,0.544,NA,NA,294,0,269,9,84,79,49,45,19,7,2,0,285,19,23,29,24.29,7.04,12,58,112,94,2,7,18,11,1,256,0,126,166,124,170,286,7,0,4,7,22,215,31,33,215,31,38,39,40,38.69,3.03,0,96,20,31,124,138,156,215,76,284,7,0,78,23,98,15,24,3,2,7,0,27,289,0,3,2,0,154,140,18,11,1,258,0,28,239,26,2900,3250,3610,3200.01,670.09,12,194,47,10,278,9.3,1.26,1,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.196,3.976,50.5588993981083,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2910503",43006,39872,19631,20241,11761,21906,6205,5779,11132,3330,NA,0.615,NA,NA,537,0,291,8,118,149,135,77,39,11,0,0,529,20,24,29,24.92,6.46,6,68,163,236,19,18,14,72,3,264,0,289,231,233,304,523,14,0,6,5,31,438,23,42,438,23,38,39,40,38.82,2.54,1,174,33,41,198,469,68,381,154,518,9,1,134,58,174,35,38,4,3,14,1,36,526,5,4,2,0,278,259,14,72,3,264,0,41,463,33,2910,3215,3518,3199.81,581.97,43,382,55,16,514,9.1,1.01,1,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.275,2.835,48.2393100970176,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2910602",36724,32802,16334,16468,10318,17147,5337,5066,8516,2886,NA,0.589,NA,NA,468,0,119,8,118,116,107,78,33,8,0,0,460,19,24,30,24.84,6.54,5,77,161,201,8,12,17,22,1,92,2,323,123,189,279,459,9,0,2,3,33,374,22,38,374,22,38,39,40,38.89,2.25,1,127,65,49,156,152,316,369,99,439,22,2,122,22,188,16,27,12,7,9,2,28,461,1,3,3,0,230,238,17,22,1,92,2,37,394,37,2934,3290,3640,3255.1,597.07,37,321,63,6,455,9.07,0.73,2,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.761,NA,54.9553781117896,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2910701",60066,56289,28319,27970,15287,29178,11824,7350,14414,6206,NA,0.567,NA,NA,769,0,369,3,150,202,203,124,62,23,2,0,766,20,25,30,25.7,6.64,10,83,152,180,12,29,28,1,0,575,3,163,361,326,443,755,8,2,4,8,69,543,51,83,543,51,38,39,40,38.73,2.75,1,187,37,37,315,116,653,526,233,650,29,5,174,35,211,25,64,12,16,8,5,64,754,10,2,3,0,409,360,28,1,0,575,3,55,684,30,2900,3210,3550,3200.41,525.41,54,509,74,11,698,9.47,0.86,1,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.731,8.883,53.3509088386291,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2910727",113191,100196,49396,50800,27594,56174,16428,13502,28764,8534,NA,0.677,NA,NA,1795,0,1433,24,359,446,433,346,157,29,1,0,1771,20,25,30,25.64,6.58,14,105,503,765,85,162,165,192,8,1238,9,338,1426,695,1100,1771,24,4,13,21,159,1363,116,197,1363,116,38,39,40,38.75,2.65,9,511,206,165,678,79,1716,883,909,1492,73,8,317,140,386,114,268,37,30,22,8,151,1785,0,9,1,0,911,884,200,192,8,1332,9,119,1586,90,2906,3230,3540,3208.84,524.95,120,1305,180,22,1769,9.29,0.85,10,1768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.899,8.179,62.4043943818662,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2910750",18481,17652,8949,8703,4536,9460,3656,2219,4604,1880,NA,0.559,NA,NA,166,0,135,2,29,37,46,32,16,4,0,0,164,20,26,31,26.1,6.77,0,31,50,63,3,7,25,5,0,131,0,93,72,72,94,164,2,0,0,1,20,138,4,21,138,4,38,39,40,38.67,1.94,0,42,5,3,107,160,6,111,55,161,3,0,45,11,51,18,13,1,2,2,0,18,165,0,0,1,0,76,90,25,5,0,131,0,8,145,13,2923.75,3300,3581.25,3262.08,501.49,9,130,22,1,153,9.04,0.75,0,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.647,NA,36.0556038227628,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2910776",5914,6184,3197,2987,1597,3268,1319,770,1562,655,NA,0.588,NA,NA,48,0,26,0,6,10,12,15,3,2,0,0,48,22,28,31.25,27.15,6.3,0,4,7,21,0,6,14,6,0,27,0,12,34,17,31,44,4,0,0,0,6,40,1,6,40,1,37,39,40,38.51,1.69,0,7,3,4,24,48,0,32,16,41,3,0,7,6,18,2,2,1,1,4,0,4,48,0,0,0,0,23,25,14,6,0,27,0,3,44,1,3112.5,3350,3550,3214.79,576.59,3,39,1,0,27,9.33,0.48,0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.729833546735,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2910800",617528,556642,263999,292643,134360,327938,94344,66220,172359,54064,NA,0.712,NA,NA,10350,0,2330,93,1561,2329,2493,2336,1221,292,22,3,10254,21,27,32,27,6.76,20,422,2094,4779,447,965,283,225,11,3772,7,6414,3127,6316,4034,10069,211,4,41,59,611,7624,162,715,7624,162,38,39,40,38.7,2.02,4,1104,483,464,3783,145,10205,4867,5391,9657,338,15,2321,1870,1120,715,1251,158,128,210,15,587,10325,19,6,0,0,5375,4972,283,225,11,3772,7,986,8818,546,2884,3202,3525,3171.6,587.52,807,6630,808,66,6368,9.37,0.87,34,8830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581.908,340.893,60.0490835987677,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2910859",17583,16740,8437,8303,4549,8832,3359,2315,4288,1700,NA,0.565,NA,NA,248,0,233,2,46,65,63,42,22,7,1,0,246,20.75,25,31,25.92,6.93,2,28,85,117,5,6,15,16,2,211,0,52,190,92,156,245,3,0,0,3,23,204,14,26,204,14,38,39,40,38.87,2.25,1,45,3,5,186,81,167,183,65,234,7,0,72,11,86,18,24,1,4,3,0,22,248,0,0,0,0,108,140,15,16,2,211,0,18,212,18,2948.75,3280,3600,3259.85,539.19,16,183,38,7,236,8.64,1,1,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.141,NA,57.8358208955224,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2910909",5786,5384,2732,2652,1426,2780,1178,681,1383,588,NA,0.578,NA,NA,79,0,66,2,21,18,18,12,8,0,0,0,77,19,24,29.5,24.76,6.87,0,16,33,26,1,2,8,9,0,61,0,47,32,24,55,79,0,0,0,0,6,65,6,6,65,6,38,39,40,39.11,2.25,0,22,7,5,37,78,1,62,17,76,2,0,7,14,21,20,6,1,1,0,0,6,78,0,0,1,0,40,39,8,9,0,61,1,6,69,4,3012,3300,3552.5,3248.95,478.61,3,60,9,0,69,8.94,0.54,1,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.594,NA,57.1221981200289,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2911006",11313,10660,5438,5222,2758,5323,2579,1352,2604,1266,NA,0.557,NA,NA,103,0,102,1,33,22,22,16,6,3,0,0,102,18,23,29,24.25,6.94,0,15,44,38,2,4,7,1,0,94,1,71,31,42,61,101,2,0,3,1,4,90,5,8,90,5,38,39,40,38.57,3.07,3,22,13,16,48,103,0,70,33,99,3,1,12,24,13,36,7,0,2,2,1,6,101,0,0,2,0,54,49,7,1,0,94,1,8,88,7,2795,3140,3537.5,3126.47,666.84,9,80,11,3,99,8.76,1.01,0,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.729,NA,39.5545314900154,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2911105",25372,22528,11660,10868,6963,12244,3321,3436,5788,1644,NA,0.618,NA,NA,336,0,302,4,80,74,87,60,21,9,1,0,332,19.75,25,30,25.32,6.79,6,50,71,165,10,30,23,43,8,260,0,78,257,138,198,333,3,0,1,3,32,266,28,36,266,28,38,39,40,38.9,2.3,0,81,15,12,222,197,139,203,132,317,17,1,64,46,98,39,32,7,7,3,1,33,323,11,2,0,0,164,172,23,43,8,260,0,27,287,22,2934.75,3222.5,3590,3211.63,561.54,24,261,31,3,313,9.09,0.88,1,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,NA,58.0511402902557,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2911204",32809,30336,15103,15233,8266,16784,5286,4092,8448,2693,NA,0.632,NA,NA,416,0,353,7,109,107,96,68,19,10,0,0,409,19,24,29,24.46,6.52,6,38,133,191,14,27,18,40,1,351,0,170,244,173,243,410,2,0,0,3,24,340,18,27,340,18,38,39,40,39.07,1.83,2,146,34,72,139,83,333,234,182,404,10,0,116,33,102,32,62,2,8,2,0,23,414,0,1,1,0,221,195,18,40,1,351,0,22,332,62,3100,3450,3800,3414.73,630.62,22,281,73,9,392,9.02,1.04,4,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.646,12,49.2424242424242,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2911253",4712,4561,2356,2205,1038,2396,1127,498,1153,554,NA,0.599,NA,NA,45,0,41,0,3,17,11,8,4,2,0,0,45,21,25,32,26.71,6.37,0,4,11,23,2,4,4,3,0,35,0,20,24,16,29,45,0,0,1,0,5,37,1,6,37,1,37.75,39,40,38.25,2.56,0,13,6,5,13,45,0,23,22,44,1,0,6,7,9,6,9,0,1,0,0,6,45,0,0,0,0,23,22,4,3,0,35,0,1,38,6,2925,3250,3700,3343.91,540.42,2,33,9,1,43,9.34,0.81,0,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,2.622,39.0286209887251,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2911303",11423,10622,5448,5174,2883,5272,2467,1451,2506,1217,NA,0.559,NA,NA,129,0,111,3,26,34,22,27,17,0,0,0,126,21,25,32,25.9,6.87,0,18,27,63,3,6,30,2,0,90,0,39,87,48,81,115,12,0,4,4,16,98,5,24,98,5,37.5,39,40,38.03,3.47,0,25,14,24,48,113,16,70,58,112,10,0,20,13,30,6,18,4,3,12,0,17,126,3,0,0,0,65,64,32,2,0,92,0,15,109,5,2720,3200,3500,3115.3,626.33,13,81,18,5,124,8.95,1.39,4,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.778,2.411,51.4764565043895,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2911402",16072,15076,7539,7537,3845,8343,2888,1889,4131,1517,NA,0.593,NA,NA,252,0,220,6,53,69,54,43,22,4,1,0,246,20,24,30.25,25.24,6.9,4,45,83,102,7,11,3,3,0,235,7,87,162,114,138,246,5,0,1,3,30,207,11,34,207,11,38,39,40,38.66,2.4,0,53,34,37,115,250,2,135,117,221,13,0,74,11,69,12,27,5,6,5,0,25,242,7,2,1,0,136,116,3,3,0,235,7,16,223,13,2975,3225,3482.5,3207.04,529.36,21,187,32,4,247,9.08,1.02,1,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.679,3.938,61.0021786492375,NA,NA,NA,NA,NA,NA,NA,NA
