"ANO","NIVEL","CODMUNRES","POPRE_T","POPRC_T","POPRC_M","POPRC_F","POPRC_15","POPRC_15_49","POPRC_50","POPRC_F_15","POPRC_F_15_49","POPRC_F_50","IDHM_A","IDHM_CA","IDHM_CA_M","IDHM_CA_F","TN","TNRC","TNRCR","TGI_15","TGI_15_19","TGI_20_24","TGI_25_29","TGI_30_34","TGI_35_39","TGI_40_44","TGI_45_49","TGI_50","TGIF","IM_P25","IM_P50","IM_P75","IM_MD","IM_DP","EM_S","EM_FI","EM_FII","EM_M","EM_SI","EM_SC","TGRC_B","TGRC_PT","TGRC_A","TGRC_PD","TGRC_I","TGSC","TGCC","TGPRI","TGNPRI","TGU","TGG","TGD_22","TGD_22_27","TGD_28_31","TGD_32_36","TGD_37_41","TGD_42","TGD_PRT","TGD_AT","TGD_PST","DG_P25","DG_P50","DG_P75","DG_MD","DG_DP","TKC_NR","TKC_ID","TKC_IT","TKC_AD","TKC_MAD","TGPRG_S","TGPRG_N","TPV","TPC","TRAP_C","TRAP_P","TRAP_T","TGROB_1","TGROB_2","TGROB_3","TGROB_4","TGROB_5","TGROB_6","TGROB_7","TGROB_8","TGROB_9","TGROB_10","TNLOC_H","TNLOC_ES","TNLOC_D","TNLOC_O","TNLOC_AI","TRS_M","TRS_F","TRRC_B","TRRC_PT","TRRC_A","TRRC_PD","TRRC_I","TRP_BP","TRP_N","TRP_M","PESO_P25","PESO_P50","PESO_P75","PESO_MD","PESO_DP","TRPIG_P","TRPIG_A","TRPIG_G","TRAPG5_B","TRAPG5_N","APG5_MD","APG5_DP","TRAC","TRSAC","TO","TORC","TORCR","TO_NN","TO_N","TO_CB_I","TO_CB_N","TO_CB_C","TO_CB_R","TO_CB_O","TO_M","TO_F","TO_F_IF","TO_FT","TO_NT","TO_NT_P","TO_NT_T","TO_PNT","TO_MT_G","TONT_B","TONT_PT","TONT_A","TONT_PD","TONT_I","TO_MT","TO_MT_DG","TO_MT_PT","TO_MT_AB","TO_MT_42","TO_MT_43","TO_MT_P","TO_MT_P_I","TO_MT_P_ES","TO_MT_P_EFI","TO_MT_P_EFII","TO_MT_P_EM","TO_MT_P_ESI","TO_MT_P_ESC","POPRE_RA","POPRE_RE","TFG","TMG","RMM","TMM","TMM_P","TMN","TMN_P","TMN_T","TMI"
2015,"MUNICIPIO","2917904",11063,10331,5309,5022,3413,5256,1662,1669,2518,835,NA,0.55,NA,NA,160,0,151,3,41,38,32,23,17,5,1,0,157,19,24,31,25.16,7.55,2,27,67,55,1,5,4,1,0,150,1,63,97,55,105,159,0,0,0,2,18,124,16,20,124,16,38,39,40.25,39.02,2.46,0,63,11,17,63,160,0,116,44,157,3,0,29,22,42,30,14,1,2,0,0,19,160,0,0,0,0,90,70,4,1,0,150,1,12,140,8,2871.25,3252.5,3660,3258.23,509.96,12,117,22,0,160,9.75,0.56,0,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.446,NA,63.5424940428912,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2918001",161528,151895,73612,78283,36665,84076,31154,17886,43190,17207,NA,0.665,NA,NA,2594,0,2173,41,456,643,635,533,232,51,3,0,2553,21,26,31,25.97,6.59,8,170,761,1244,104,242,356,226,50,1864,4,567,2000,1053,1541,2556,29,3,14,31,260,1916,122,308,1916,122,38,39,40,38.55,2.58,2,732,185,208,1134,94,2500,1135,1452,2487,87,5,578,210,557,84,530,35,42,28,5,271,2578,1,10,4,0,1322,1272,356,226,50,1867,4,226,2255,113,2885,3200,3490,3156.31,567.3,186,1821,245,41,2534,9.72,0.94,19,2554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.528,141.626,60.0601991201667,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2918100",41100,37680,19018,18662,10845,19343,7492,5315,9476,3871,NA,0.547,NA,NA,421,0,351,8,90,123,88,59,37,12,4,0,413,20,24,30,25.26,7.01,12,71,141,153,9,10,23,18,0,374,0,276,138,166,255,416,4,0,2,2,40,333,16,44,333,16,38,39,40,38.94,2.18,1,129,28,35,187,397,24,297,123,393,15,0,114,17,147,21,31,4,11,4,0,37,411,8,1,1,0,226,195,23,18,0,374,0,30,357,34,3000,3350,3600,3285.47,558.01,30,305,52,5,408,8.97,0.83,4,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.608,NA,44.4280287040946,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2918209",15033,14118,7155,6963,3716,7694,2708,1840,3731,1392,NA,0.553,NA,NA,147,0,85,2,22,32,44,27,17,2,0,1,144,21.5,26,30.5,26.49,6.65,0,12,59,60,6,4,9,17,0,109,0,80,63,57,90,145,2,0,0,1,7,122,6,8,122,6,38,39,40,39,1.85,1,41,8,11,60,85,62,91,56,139,1,0,41,11,50,5,17,0,1,2,0,8,145,2,0,0,0,72,75,9,17,0,110,0,9,124,14,3150,3355,3712.5,3374.63,493.21,12,96,24,1,103,9.06,1.09,0,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,4.188,39.3996247654784,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2918308",13300,14115,7124,6991,3710,7264,3141,1777,3567,1647,NA,0.575,NA,NA,164,0,135,1,39,41,40,27,14,2,0,0,163,20,25,30,25.18,6.59,2,18,51,79,9,1,10,22,4,120,0,36,124,76,88,157,7,1,5,2,17,117,4,25,117,4,38,39,40,38.12,3.68,1,55,16,6,65,145,19,95,69,154,7,1,52,7,30,8,17,2,3,7,1,19,161,0,1,2,0,84,80,10,22,4,120,0,19,140,5,2800,3172.5,3488.75,3060.76,701.57,12,113,11,7,155,9.43,1.58,2,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.939,NA,45.9770114942529,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2918357",25141,22549,11383,11166,6781,11957,3811,3316,5932,1918,NA,0.593,NA,NA,395,0,348,3,95,100,94,64,33,5,1,0,392,20,24,30,25.09,6.54,4,41,123,188,7,28,24,36,3,300,0,78,298,140,255,393,2,0,2,7,36,322,28,45,322,28,38,39,40,38.82,2.48,2,90,36,28,215,247,148,277,118,380,12,1,89,32,148,15,54,5,6,1,1,42,357,38,0,0,0,196,199,24,36,3,300,0,32,337,26,2980,3250,3522.5,3235.07,533.2,27,312,43,9,386,9.11,0.95,3,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.003,NA,66.5879973027647,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2918407",218324,197965,97085,100880,55358,112651,29956,27253,57379,16248,NA,0.677,NA,NA,4425,0,4335,68,932,1186,1063,725,356,93,2,0,4357,20,25,30,25.24,6.59,22,354,1322,2219,169,333,227,97,4,4068,12,937,3473,1670,2755,4329,94,2,28,36,396,3822,135,462,3822,135,38,39,40,38.64,2.29,36,1333,550,390,2071,1143,3282,2699,1726,4235,179,4,851,597,1150,545,640,55,91,94,4,384,4378,8,28,11,0,2264,2161,227,97,4,4068,12,392,3832,201,2900,3210,3520,3169.37,570.79,321,3547,408,67,4322,9.12,0.9,55,4353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.971,134.572,77.1188065320065,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2918456",10148,10290,5399,4891,2889,5179,2222,1411,2454,1026,NA,0.541,NA,NA,97,0,90,1,17,29,20,21,7,1,1,0,96,21,25,31,25.77,6.57,4,20,24,34,7,5,4,3,0,90,0,15,79,36,61,96,0,0,0,1,7,74,11,8,74,11,38,39,40,39.09,2.25,0,30,12,13,36,84,13,68,27,89,5,0,22,8,34,9,6,3,2,0,0,8,93,0,2,2,0,50,47,4,3,0,90,0,9,83,3,2818,3200,3526.5,3171.44,504.06,10,67,10,2,93,8.81,0.84,1,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.125,NA,39.5273023634882,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2918506",15841,15052,7812,7240,4409,7659,2984,2119,3642,1479,NA,0.743,NA,NA,290,0,271,9,78,76,59,50,12,5,1,0,281,19,24,29,24.34,6.78,1,36,119,126,3,5,29,14,6,229,0,69,213,100,190,282,8,1,5,4,24,230,25,34,230,25,38,39,40,38.82,3.2,0,105,29,41,96,189,101,220,69,276,12,1,67,17,114,16,27,6,3,8,1,29,283,7,0,0,0,157,133,29,14,6,229,0,15,257,18,2962.5,3250,3580,3228.12,542.07,11,223,34,10,280,8.92,1.31,5,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.63,NA,79.6265788028556,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2918555",6378,6474,3280,3194,1788,3252,1434,869,1612,713,NA,0.567,NA,NA,68,0,65,2,17,22,13,8,5,1,0,0,66,19,23,29,24.25,6.88,1,7,30,24,1,4,5,4,0,59,0,41,27,28,40,66,2,0,0,1,6,59,2,7,59,2,38,39,40,38.65,1.99,0,24,4,3,36,57,11,53,15,67,1,0,8,17,8,19,6,1,0,2,0,7,67,0,0,0,0,33,35,5,4,0,59,0,4,63,1,2860.75,3170,3430,3162.51,428.34,1,59,5,1,67,9,0.6,0,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1836228287841,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2918605",7229,8031,3907,4124,1552,4100,2379,754,2059,1311,NA,0.602,NA,NA,59,0,52,1,8,12,13,14,10,1,0,0,58,22,27,31.5,27.22,6.57,0,1,13,38,0,1,13,4,0,38,0,19,40,31,28,59,0,0,0,1,8,46,2,9,46,2,37,38,39,38.09,2.08,0,10,2,4,34,54,5,11,48,53,2,0,11,13,2,5,11,1,1,0,0,9,24,35,0,0,0,33,26,15,4,0,40,0,8,47,4,2945,3190,3467.5,3149.95,610.45,5,43,5,0,58,9.78,0.53,0,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.758,NA,28.6546867411365,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2918704",4020,3901,2030,1871,846,2021,1034,388,964,519,NA,0.599,NA,NA,37,0,35,0,9,11,5,7,4,1,0,0,37,20,24,30,25.57,6.82,0,4,11,19,1,1,4,3,0,29,0,12,24,16,21,35,2,0,0,0,7,29,1,7,29,1,37,38,40,38.38,1.93,0,15,0,2,18,37,0,25,12,37,0,0,7,1,16,0,4,0,0,2,0,7,37,0,0,0,0,16,21,4,3,0,29,0,5,30,2,2735,3135,3600,3077.7,718.03,2,28,5,0,37,9.95,0.23,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.512,NA,38.3817427385892,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2918753",15801,13934,7200,6734,3571,7606,2757,1736,3592,1406,NA,0.545,NA,NA,150,0,132,2,16,42,39,33,12,6,0,0,148,21,26,31,26.53,6.58,0,13,45,72,0,10,38,15,0,88,0,20,122,60,90,148,2,0,0,0,12,127,7,12,127,7,38,39,40,38.99,1.95,0,24,2,6,114,148,2,75,73,138,9,0,32,15,44,11,20,3,6,2,0,11,147,3,0,0,0,76,74,38,15,0,88,0,7,133,10,3005,3300,3536.25,3266.97,574.11,11,116,15,0,145,9.57,0.68,0,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.416,NA,41.7594654788419,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2918803",23904,22201,11286,10915,6019,12252,3930,2922,5937,2056,NA,0.586,NA,NA,298,0,168,5,62,94,76,38,17,6,0,0,293,20,23.5,29,24.64,6.23,4,23,118,137,1,10,14,63,1,206,0,193,101,135,163,288,9,0,1,2,32,241,18,35,241,18,38,39,40,38.72,2.31,3,105,38,29,113,221,77,163,135,278,15,0,74,32,81,12,44,7,4,9,0,28,290,5,2,1,0,161,137,14,63,1,206,0,27,257,14,2916.25,3227.5,3523.75,3181.55,556.27,22,225,29,4,176,9.13,1.12,1,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.226,2.939,50.1937005221492,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2918902",4022,3733,1837,1896,912,1900,921,493,938,465,NA,0.632,NA,NA,63,0,62,4,17,14,11,10,7,0,0,0,59,18,22,30,24.33,7.39,0,2,25,29,1,5,9,7,0,47,0,20,43,29,34,59,4,0,2,0,1,57,3,3,57,3,38,39,40,38.62,3.09,1,15,5,2,36,63,0,39,24,60,3,0,14,14,18,7,4,0,1,4,0,1,63,0,0,0,0,31,32,9,7,0,47,0,6,56,1,2957.5,3140,3540,3100.67,667.72,7,46,4,3,60,9.03,1.26,0,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.022,NA,67.1641791044776,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2919009",3974,3936,2045,1891,1097,2023,816,527,972,392,NA,0.546,NA,NA,42,0,33,2,6,17,6,10,1,0,0,0,40,20,23,29.75,24.1,6.04,0,4,18,19,0,1,3,4,0,35,0,38,4,18,24,42,0,0,0,0,4,29,1,4,29,1,38,39,40,38.85,1.83,0,18,1,3,19,42,0,28,14,40,2,0,7,6,11,4,1,1,1,0,0,3,42,0,0,0,0,21,21,3,4,0,35,0,0,40,2,2962.5,3250,3487.5,3273.21,401.55,3,26,5,0,41,9.71,0.46,1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.595,960,43.2098765432099,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2919058",8836,8305,4187,4118,2225,4328,1752,1084,2145,889,NA,0.584,NA,NA,104,0,95,2,24,30,24,17,4,2,0,1,101,19.75,24,29,24.92,7.27,0,8,38,48,2,5,14,7,2,79,0,37,63,50,54,99,4,0,0,2,7,84,5,9,84,5,38,39,40,39.1,2.05,0,31,3,5,55,58,46,66,37,97,3,2,35,3,35,1,12,0,2,4,2,4,101,2,1,0,0,53,51,14,7,2,79,0,7,91,5,2977.5,3200,3467.5,3191.07,532.55,9,77,7,1,100,9.37,0.85,1,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.499,NA,48.4848484848485,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2919108",9442,9560,4761,4799,2702,4864,1994,1305,2432,1062,NA,0.518,NA,NA,90,0,77,0,16,18,22,18,13,3,0,0,90,21.25,25,33.75,27.04,7.38,1,17,21,24,1,2,1,4,0,72,0,67,23,41,49,86,4,0,0,0,12,71,5,12,71,5,38,39,40,38.64,2.2,0,23,6,9,43,90,0,60,30,84,4,0,28,3,29,4,6,2,1,4,0,10,89,1,0,0,0,45,45,1,4,0,74,0,5,80,5,3000,3375,3600,3280.68,497.61,6,66,9,7,74,8.84,1.41,0,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.109,NA,37.0065789473684,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2919157",27521,25646,13083,12563,7319,13772,4555,3532,6704,2327,NA,0.596,NA,NA,403,0,380,5,92,96,102,82,22,4,0,0,398,20,25,30,25.01,6.37,2,40,140,198,5,17,50,50,0,297,0,103,296,153,250,396,6,0,2,2,42,329,27,46,329,27,38,39,40,38.82,2.44,1,89,28,34,223,265,138,292,109,388,15,0,101,33,150,24,35,3,6,6,0,43,385,16,1,1,0,198,205,50,50,0,297,0,28,352,23,2910,3250,3570,3232.97,517.79,33,290,59,9,394,9.22,0.97,4,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.684,NA,60.1133651551313,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2919207",191436,163449,79276,84173,39161,98063,26225,19248,50772,14153,NA,0.754,NA,NA,3305,0,2672,37,433,669,788,823,429,116,9,1,3267,22,28,33,27.62,6.86,6,148,705,1543,230,635,403,631,10,2088,2,2027,1239,1469,1836,3214,75,2,13,30,270,2503,78,315,2503,78,38,39,40,38.62,2.25,19,745,286,311,1746,2556,749,1807,1490,3115,149,2,544,557,562,315,467,49,71,74,2,251,3249,41,12,2,0,1705,1599,403,631,10,2088,2,296,2796,213,2918,3250,3560,3205.88,593.86,179,2296,321,42,3225,9.26,0.92,34,3222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.436,81.672,65.0949342157094,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2919306",11445,10368,5210,5158,3112,5670,1586,1540,2784,834,NA,0.623,NA,NA,118,0,75,2,32,28,20,24,12,0,0,0,116,19,24,30,24.75,6.78,0,7,37,36,2,3,2,9,0,72,0,55,56,46,72,114,3,0,0,1,7,97,9,8,97,9,38,39.5,41,39.36,2.19,0,22,8,8,39,85,33,75,42,77,6,0,22,12,16,4,14,1,4,3,0,7,117,1,0,0,0,69,49,2,9,0,72,0,10,100,8,2860,3170,3560,3200.84,542.78,12,86,11,2,113,9.17,1.14,1,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.683,5.072,42.3850574712644,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2919405",12966,12311,6276,6035,2893,6428,2990,1410,3092,1533,NA,0.621,NA,NA,143,0,131,0,20,35,34,35,14,5,0,0,143,22,27,32,27.13,6.47,0,10,24,85,8,9,28,7,1,106,0,16,122,67,76,143,0,1,0,1,20,108,9,22,108,9,38,39,40,38.52,2.86,2,25,2,7,102,47,96,86,57,136,3,0,32,23,29,9,18,0,3,0,0,22,143,0,0,0,0,79,64,28,7,1,106,0,11,117,15,3000,3350,3700,3327.55,559.43,9,100,26,0,142,9.56,0.6,0,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.705,NA,46.248382923674,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2919504",46035,42693,21492,21201,10180,23668,8845,4989,11629,4583,NA,0.611,NA,NA,555,0,506,1,81,155,132,123,50,13,0,0,554,21,26,31,26.48,6.26,2,46,137,318,6,28,130,28,0,393,0,132,413,214,341,543,12,0,1,3,39,493,14,43,493,14,38,39,40,38.78,1.83,0,110,12,21,395,54,501,168,384,531,16,2,107,77,110,49,138,8,6,12,2,35,434,121,0,0,0,283,272,130,28,0,393,0,31,501,23,2950,3230,3550,3219.32,476.14,35,448,54,1,541,9.85,0.51,5,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.768,NA,47.7255138017026,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2919553",79162,60105,31056,29049,17734,37831,4540,8817,18284,1948,NA,0.716,NA,NA,1842,0,1765,30,320,466,494,367,135,27,3,0,1812,21,26,30,25.74,6.37,6,84,472,947,104,219,347,60,6,1390,3,222,1556,707,1135,1809,30,0,17,19,219,1473,97,255,1473,97,38,39,40,38.49,2.54,7,393,87,130,1177,87,1755,813,1028,1763,58,5,356,206,439,115,390,24,27,29,5,217,1756,84,2,0,0,938,904,348,60,6,1390,3,169,1585,88,2920,3230,3520,3178.77,577.03,138,1427,200,20,1816,9.25,0.87,8,1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.162,8.242,100.7438197331,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2919603",11837,11229,5520,5709,3429,5367,2433,1701,2673,1335,NA,0.524,NA,NA,130,0,55,4,28,35,25,22,11,5,0,0,126,20,24,31,25.45,7.39,2,14,17,22,1,4,2,3,0,59,0,81,45,47,83,125,4,0,1,1,19,93,3,21,93,3,38,40,41,39.02,2.59,0,20,5,8,30,59,71,92,38,62,3,0,18,6,11,5,6,0,3,4,0,6,129,0,1,0,0,68,62,2,3,0,121,0,7,110,12,2950,3295,3600,3244.67,589.67,10,85,16,3,125,9.03,0.87,0,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.759,7.242,48.6344930789375,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2919702",18786,17093,8583,8510,4468,9193,3432,2253,4529,1728,NA,0.605,NA,NA,248,0,191,4,73,68,51,35,13,4,0,0,244,19,23,29,23.83,6.4,7,21,99,93,7,10,22,21,0,202,0,131,117,101,147,245,3,1,1,1,27,177,24,30,177,24,38,39,40,38.78,2.76,1,58,33,29,115,149,99,174,74,239,7,0,66,11,84,16,19,4,2,3,0,25,246,0,2,0,0,135,113,22,21,0,202,0,17,219,12,2880,3200,3501.25,3184.46,542.28,23,168,25,5,206,9.16,0.93,0,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.847,NA,54.7582247736807,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2919801",50262,47051,23541,23510,12180,25158,9713,5890,12536,5084,NA,0.609,NA,NA,493,0,444,3,87,131,124,88,43,15,2,0,490,21,26,31,26.25,6.74,3,36,143,243,19,39,104,4,0,369,1,135,351,205,288,485,5,0,3,4,43,400,30,50,400,30,38,39,40,38.83,2.46,5,124,40,46,249,57,436,261,229,461,27,1,122,41,124,33,87,8,16,4,1,42,482,8,2,1,0,235,258,104,4,0,369,1,30,414,47,3050,3350,3600,3294.43,601.51,25,365,70,9,463,9.4,1.16,1,488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.968,NA,39.3267389917039,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2919900",8365,8073,4001,4072,2306,4141,1626,1140,2059,873,NA,0.604,NA,NA,115,0,108,0,28,26,25,21,9,6,0,0,115,20,25,31,25.96,7.04,3,5,26,39,3,3,0,1,1,110,0,29,54,39,76,114,1,0,1,2,11,88,13,14,88,13,38,39,40,39.02,2.65,0,43,6,10,50,80,35,88,27,112,2,0,30,4,46,7,12,0,2,1,0,12,79,35,1,0,0,52,63,0,1,1,110,0,7,97,11,2975,3345,3695,3291.27,592.79,6,87,17,2,112,9.23,0.97,0,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,55.8523555123847,NA,NA,NA,NA,NA,NA,NA,NA
2015,"MUNICIPIO","2919926",20348,17376,8377,8999,4167,10441,2768,2113,5391,1495,NA,0.708,NA,NA,342,0,310,5,52,72,91,89,30,3,0,0,337,21,27,32,26.56,6.34,0,7,75,215,20,23,19,45,2,266,4,153,182,153,189,336,5,0,2,3,30,255,29,35,255,29,38,39,40,39.01,2.52,0,92,30,30,180,65,277,172,170,305,13,0,56,52,51,44,55,4,7,5,0,24,341,0,1,0,0,182,160,19,45,2,266,4,25,292,25,2960,3247.5,3538.75,3217.32,551.41,25,237,35,4,337,9.53,0.89,6,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.348,15.895,63.4390651085142,NA,NA,NA,NA,NA,NA,NA,NA
